SBCode,Sandbox Id,Trigger approved,Initial Approved,Billing Budget History,Cost Budget History,Budget Approval Status
SB22322,9047,TRUE,TRUE,550000.00 ,412500.00 ,Approved
SB22323,9048,TRUE,TRUE,820000.00 ,615000.00 ,Approved
SB22324,9049,TRUE,TRUE,6684335.00 ,5013251.25 ,Approved
SB22325,9583,TRUE,TRUE,627473.00 ,470604.75 ,Approved
SB22326,9050,TRUE,TRUE,3391394.00 ,2543545.50 ,Approved
SB22327,9051,TRUE,TRUE,8557172.00 ,6417879.00 ,Approved
SB22328,9584,TRUE,TRUE,2178877.00 ,1634157.75 ,Approved
SB22329,9585,TRUE,TRUE,5156545.00 ,3867408.75 ,Approved
SB22330,9052,TRUE,TRUE,1162561.00 ,871920.75 ,Approved
SB22331,9053,TRUE,TRUE,2063730.00 ,1547797.50 ,Approved
SB22332,9586,TRUE,TRUE,4644563.00 ,3483422.25 ,Approved
SB22333,9054,TRUE,TRUE,98450.00 ,73837.50 ,Approved
SB22334,9055,TRUE,TRUE,189796.00 ,142347.00 ,Approved
SB22335,9056,TRUE,TRUE,1995312.00 ,1496484.00 ,Approved
SB22336,9333,TRUE,TRUE,713927.00 ,535445.25 ,Approved
SB22337,9057,TRUE,TRUE,60500.00 ,45375.00 ,Approved
SB22338,9058,TRUE,TRUE,711172.00 ,533379.00 ,Approved
SB22339,9059,TRUE,TRUE,96668.00 ,72501.00 ,Approved
SB22340,9332,TRUE,TRUE,184989.00 ,138741.75 ,Approved
SB22341,9589,TRUE,TRUE,8761500.00 ,6571125.00 ,Approved
SB22342,9060,TRUE,TRUE,1169339.00 ,877004.25 ,Approved
SB22343,9061,TRUE,TRUE,13000000.00 ,9750000.00 ,Approved
SB22344,9062,TRUE,TRUE,10000000.00 ,7500000.00 ,Approved
SB22345,9063,TRUE,TRUE,4169000.00 ,3126750.00 ,Approved
SB22346,9064,TRUE,TRUE,1320000.00 ,990000.00 ,Approved
SB22347,9590,TRUE,TRUE,4216259.00 ,3162194.25 ,Approved
SB22348,9065,TRUE,TRUE,918258.00 ,688693.50 ,Approved
SB22349,9591,TRUE,TRUE,69575.00 ,52181.25 ,Approved
SB22350,9066,TRUE,TRUE,5700687.00 ,4275515.25 ,Approved
SB22351,9067,TRUE,TRUE,650283.00 ,487712.25 ,Approved
SB22352,9068,TRUE,TRUE,599940.00 ,449955.00 ,Approved
SB22353,9069,TRUE,TRUE,495000.00 ,371250.00 ,Approved
SB22354,9070,TRUE,TRUE,3543710.00 ,2657782.50 ,Approved
SB22355,9071,TRUE,TRUE,722787.00 ,542090.25 ,Approved
SB22356,9072,TRUE,TRUE,763077.00 ,572307.75 ,Approved
SB22357,9073,TRUE,TRUE,826100.00 ,619575.00 ,Approved
SB22358,9074,TRUE,TRUE,849970.00 ,637477.50 ,Approved
SB22359,9075,TRUE,TRUE,695800.00 ,521850.00 ,Approved
SB22360,9076,TRUE,TRUE,49500.00 ,37125.00 ,Approved
SB22361,9077,TRUE,TRUE,3091000.00 ,2318250.00 ,Approved
SB22362,9078,TRUE,TRUE,68068.00 ,51051.00 ,Approved
SB22363,9592,TRUE,TRUE,1809005.00 ,1356753.75 ,Approved
SB22364,9079,TRUE,TRUE,721000.00 ,540750.00 ,Approved
SB22365,9080,TRUE,TRUE,64258.00 ,48193.50 ,Approved
SB22366,9081,TRUE,TRUE,328969.00 ,246726.75 ,Approved
SB22367,9082,TRUE,TRUE,1000000.00 ,750000.00 ,Approved
SB22368,9083,TRUE,TRUE,2111798.00 ,1583848.50 ,Approved
SB22369,9084,TRUE,TRUE,427650.00 ,320737.50 ,Approved
SB22370,9085,TRUE,TRUE,434500.00 ,325875.00 ,Approved
SB22371,9086,TRUE,TRUE,124960.00 ,93720.00 ,Approved
SB22372,9087,TRUE,TRUE,100787.00 ,75590.25 ,Approved
SB22373,9088,TRUE,TRUE,4189907.00 ,3142430.25 ,Approved
SB22374,9089,TRUE,TRUE,1591200.00 ,1193400.00 ,Approved
SB22375,9090,TRUE,TRUE,292462.00 ,219346.50 ,Approved
SB22376,9091,TRUE,TRUE,363214.00 ,272410.50 ,Approved
SB22377,9092,TRUE,TRUE,1311552.00 ,983664.00 ,Approved
SB22378,9093,TRUE,TRUE,850049.00 ,637536.75 ,Approved
SB22379,9094,TRUE,TRUE,2041248.00 ,1530936.00 ,Approved
SB22380,9593,TRUE,TRUE,313174.00 ,234880.50 ,Approved
SB22381,9095,TRUE,TRUE,1500000.00 ,1125000.00 ,Approved
SB22382,9096,TRUE,TRUE,3526391.00 ,2644793.25 ,Approved
SB22383,9097,TRUE,TRUE,1000000.00 ,750000.00 ,Approved
SB22384,10198,TRUE,TRUE,1805742.00 ,1354306.50 ,Approved
SB22385,9098,TRUE,TRUE,346580.00 ,259935.00 ,Approved
SB22386,9099,TRUE,TRUE,2682808.00 ,2012106.00 ,Approved
SB22387,9100,TRUE,TRUE,5671000.00 ,4253250.00 ,Approved
SB22388,9101,TRUE,TRUE,1342236.00 ,1006677.00 ,Approved
SB22389,9102,TRUE,TRUE,8887714.00 ,6665785.50 ,Approved
SB22390,9594,TRUE,TRUE,885811.00 ,664358.25 ,Approved
SB22391,9103,TRUE,TRUE,25157.00 ,18867.75 ,Approved
SB22392,9104,TRUE,TRUE,7769834.00 ,5827375.50 ,Approved
SB22393,9105,TRUE,TRUE,452837.00 ,339627.75 ,Approved
SB22394,9106,TRUE,TRUE,322650.00 ,241987.50 ,Approved
SB22395,9107,TRUE,TRUE,5001282.00 ,3750961.50 ,Approved
SB22396,9108,TRUE,TRUE,2100000.00 ,1575000.00 ,Approved
SB22397,9109,TRUE,TRUE,715823.00 ,536867.25 ,Approved
SB22398,9110,TRUE,TRUE,1801782.00 ,1351336.50 ,Approved
SB22399,9111,TRUE,TRUE,2806680.00 ,2105010.00 ,Approved
SB22400,9112,TRUE,TRUE,3290000.00 ,2467500.00 ,Approved
SB22401,9595,TRUE,TRUE,1850000.00 ,1387500.00 ,Approved
SB22402,9113,TRUE,TRUE,244750.00 ,183562.50 ,Approved
SB22403,9114,TRUE,TRUE,20000.00 ,15000.00 ,Approved
SB22404,9115,TRUE,TRUE,263913.00 ,197934.75 ,Approved
SB22405,9116,TRUE,TRUE,5000000.00 ,3750000.00 ,Approved
SB22406,9117,TRUE,TRUE,198423.00 ,148817.25 ,Approved
SB22407,9356,TRUE,TRUE,58131.00 ,43598.25 ,Approved
SB22408,9118,TRUE,TRUE,9350.00 ,7012.50 ,Approved
SB22409,9596,TRUE,TRUE,343114.00 ,257335.50 ,Approved
SB22410,9119,TRUE,TRUE,1673113.00 ,1254834.75 ,Approved
SB22411,9120,TRUE,TRUE,194464.00 ,145848.00 ,Approved
SB22412,9121,TRUE,TRUE,194464.00 ,145848.00 ,Approved
SB22413,9122,TRUE,TRUE,6084041.00 ,4563030.75 ,Approved
SB22414,9123,TRUE,TRUE,8194780.00 ,6146085.00 ,Approved
SB22415,9124,TRUE,TRUE,272338.00 ,204253.50 ,Approved
SB22416,9125,TRUE,TRUE,278300.00 ,208725.00 ,Approved
SB22417,9126,TRUE,TRUE,1503942.00 ,1127956.50 ,Approved
SB22418,9127,TRUE,TRUE,838179.00 ,628634.25 ,Approved
SB22419,9357,TRUE,TRUE,62162.00 ,46621.50 ,Approved
SB22420,10199,TRUE,TRUE,450000.00 ,337500.00 ,Approved
SB22421,9128,TRUE,TRUE,624250.00 ,468187.50 ,Approved
SB22422,10200,TRUE,TRUE,2500000.00 ,1875000.00 ,Approved
SB22423,9129,TRUE,TRUE,870931.00 ,653198.25 ,Approved
SB22424,9130,TRUE,TRUE,4479045.00 ,3359283.75 ,Approved
SB22425,9131,TRUE,TRUE,1019799.00 ,764849.25 ,Approved
SB22426,9132,TRUE,TRUE,229636.00 ,172227.00 ,Approved
SB22427,9133,TRUE,TRUE,242935.00 ,182201.25 ,Approved
SB22428,9134,TRUE,TRUE,3412500.00 ,2559375.00 ,Approved
SB22429,9135,TRUE,TRUE,70875.00 ,53156.25 ,Approved
SB22430,9597,TRUE,TRUE,790956.00 ,593217.00 ,Approved
SB22431,9136,TRUE,TRUE,586740.00 ,440055.00 ,Approved
SB22432,9598,TRUE,TRUE,890340.00 ,667755.00 ,Approved
SB22433,9137,TRUE,TRUE,317178.00 ,237883.50 ,Approved
SB22434,9138,TRUE,TRUE,207932.00 ,155949.00 ,Approved
SB22435,9358,TRUE,TRUE,21500.00 ,16125.00 ,Approved
SB22436,9139,TRUE,TRUE,840000.00 ,630000.00 ,Approved
SB22437,9140,TRUE,TRUE,5130720.00 ,3848040.00 ,Approved
SB22438,9141,TRUE,TRUE,593505.00 ,445128.75 ,Approved
SB22439,9142,TRUE,TRUE,1232800.00 ,924600.00 ,Approved
SB22440,9143,TRUE,TRUE,618622.00 ,463966.50 ,Approved
SB22441,9144,TRUE,TRUE,181060.00 ,135795.00 ,Approved
SB22442,9145,TRUE,TRUE,553875.00 ,415406.25 ,Approved
SB22443,9146,TRUE,TRUE,231000.00 ,173250.00 ,Approved
SB22444,9599,TRUE,TRUE,498978.00 ,374233.50 ,Approved
SB22445,9359,TRUE,TRUE,37856.00 ,28392.00 ,Approved
SB22446,9147,TRUE,TRUE,1460800.00 ,1095600.00 ,Approved
SB22447,9148,TRUE,TRUE,23920.00 ,17940.00 ,Approved
SB22448,9149,TRUE,TRUE,928816.00 ,696612.00 ,Approved
SB22449,9150,TRUE,TRUE,399072.00 ,299304.00 ,Approved
SB22450,9339,TRUE,TRUE,75038.00 ,56278.50 ,Approved
SB22451,9151,TRUE,TRUE,794847.00 ,596135.25 ,Approved
SB22452,9706,TRUE,TRUE,1683242.00 ,1262431.50 ,Approved
SB22453,9152,TRUE,TRUE,326469.00 ,244851.75 ,Approved
SB22454,9153,TRUE,TRUE,349299.00 ,261974.25 ,Approved
SB22456,9155,TRUE,TRUE,440000.00 ,330000.00 ,Approved
SB22457,9156,TRUE,TRUE,14726.00 ,11044.50 ,Approved
SB22458,9157,TRUE,TRUE,234230.00 ,175672.50 ,Approved
SB22460,9158,TRUE,TRUE,872600.00 ,654450.00 ,Approved
SB22461,9159,TRUE,TRUE,14685862.00 ,11014396.50 ,Approved
SB22462,9160,TRUE,TRUE,130048.00 ,97536.00 ,Approved
SB22463,9161,TRUE,TRUE,104467.00 ,78350.25 ,Approved
SB22464,9162,TRUE,TRUE,396201.00 ,297150.75 ,Approved
SB22465,9163,TRUE,TRUE,10000000.00 ,7500000.00 ,Approved
SB22466,9600,TRUE,TRUE,720500.00 ,540375.00 ,Approved
SB22467,9164,TRUE,TRUE,145000.00 ,108750.00 ,Approved
SB22468,9165,TRUE,TRUE,250000.00 ,187500.00 ,Approved
SB22469,9166,TRUE,TRUE,3288648.00 ,2466486.00 ,Approved
SB22470,9167,TRUE,TRUE,818918.00 ,614188.50 ,Approved
SB22471,9601,TRUE,TRUE,4610589.00 ,3457941.75 ,Approved
SB22472,10202,TRUE,TRUE,12193500.00 ,9145125.00 ,Approved
SB22474,10204,TRUE,TRUE,745412.00 ,559059.00 ,Approved
SB22475,9168,TRUE,TRUE,9039371.00 ,6779528.25 ,Approved
SB22476,10205,TRUE,TRUE,1657975.00 ,1243481.25 ,Approved
SB22477,9340,TRUE,TRUE,4100036.00 ,3075027.00 ,Approved
SB22478,9169,TRUE,TRUE,222880.00 ,167160.00 ,Approved
SB22479,9341,TRUE,TRUE,3554369.00 ,2665776.75 ,Approved
SB22480,9170,TRUE,TRUE,8800.00 ,6600.00 ,Approved
SB22481,9929,TRUE,TRUE,94656.00 ,70992.00 ,Approved
SB22482,9930,TRUE,TRUE,15499.00 ,11624.25 ,Approved
SB22483,9931,TRUE,TRUE,2475151.00 ,1856363.25 ,Approved
SB22484,9932,TRUE,TRUE,385550.00 ,289162.50 ,Approved
SB22485,10206,TRUE,TRUE,1236571.00 ,927428.25 ,Approved
SB22486,9933,TRUE,TRUE,225881.00 ,169410.75 ,Approved
SB22487,9934,TRUE,TRUE,309188.00 ,231891.00 ,Approved
SB22488,9935,TRUE,TRUE,339093.00 ,254319.75 ,Approved
SB22489,9936,TRUE,TRUE,34496.00 ,25872.00 ,Approved
SB22490,9937,TRUE,TRUE,15510.00 ,11632.50 ,Approved
SB22491,9938,TRUE,TRUE,3769198.00 ,2826898.50 ,Approved
SB22492,9939,TRUE,TRUE,1000010.00 ,750007.50 ,Approved
SB22493,9940,TRUE,TRUE,18150.00 ,13612.50 ,Approved
SB22494,9941,TRUE,TRUE,518818.00 ,389113.50 ,Approved
SB22495,9942,TRUE,TRUE,11723444.00 ,8792583.00 ,Approved
SB22496,9943,TRUE,TRUE,253237.00 ,189927.75 ,Approved
SB22497,9944,TRUE,TRUE,246100.00 ,184575.00 ,Approved
SB22498,9945,TRUE,TRUE,355246.00 ,266434.50 ,Approved
SB22499,9946,TRUE,TRUE,335929.00 ,251946.75 ,Approved
SB22500,9947,TRUE,TRUE,10882960.00 ,8162220.00 ,Approved
SB22501,9948,TRUE,TRUE,665782.00 ,499336.50 ,Approved
SB22502,9949,TRUE,TRUE,2070754.00 ,1553065.50 ,Approved
SB22503,9950,TRUE,TRUE,1679396.00 ,1259547.00 ,Approved
SB22504,9951,TRUE,TRUE,143693.00 ,107769.75 ,Approved
SB22505,9952,TRUE,TRUE,224000.00 ,168000.00 ,Approved
SB22506,9953,TRUE,TRUE,245000.00 ,183750.00 ,Approved
SB22507,9954,TRUE,TRUE,150150.00 ,112612.50 ,Approved
SB22508,9955,TRUE,TRUE,293370.00 ,220027.50 ,Approved
SB22509,10207,TRUE,TRUE,94662.00 ,70996.50 ,Approved
SB22510,9956,TRUE,TRUE,283345.00 ,212508.75 ,Approved
SB22511,9957,TRUE,TRUE,1230768.00 ,923076.00 ,Approved
SB22512,9958,TRUE,TRUE,5000000.00 ,3750000.00 ,Approved
SB22513,9959,TRUE,TRUE,1480113.60 ,1110085.20 ,Approved
SB22514,9960,TRUE,TRUE,117665.00 ,88248.75 ,Approved
SB22515,9961,TRUE,TRUE,9350.00 ,7012.50 ,Approved
SB22516,9962,TRUE,TRUE,176412.50 ,132309.38 ,Approved
SB22517,9963,TRUE,TRUE,1200000.00 ,900000.00 ,Approved
SB22518,9964,TRUE,TRUE,17248.00 ,12936.00 ,Approved
SB22519,9965,TRUE,TRUE,111440.00 ,83580.00 ,Approved
SB22520,9966,TRUE,TRUE,197144.00 ,147858.00 ,Approved
SB22521,9967,TRUE,TRUE,350000.00 ,262500.00 ,Approved
SB22522,10208,TRUE,TRUE,495845.00 ,371883.75 ,Approved
SB22523,9968,TRUE,TRUE,186450.00 ,139837.50 ,Approved
SB22524,9969,TRUE,TRUE,125818.00 ,94363.50 ,Approved
SB22525,9970,TRUE,TRUE,27830.00 ,20872.50 ,Approved
SB22526,9971,TRUE,TRUE,134992.00 ,101244.00 ,Approved
SB22527,9972,TRUE,TRUE,284211.00 ,213158.25 ,Approved
SB22528,9973,TRUE,TRUE,392265.00 ,294198.75 ,Approved
SB22529,9974,TRUE,TRUE,570251.00 ,427688.25 ,Approved
SB22530,10209,TRUE,TRUE,6000.00 ,4500.00 ,Approved
SB22531,10210,TRUE,TRUE,11000.00 ,8250.00 ,Approved
SB22532,9975,TRUE,TRUE,337700.00 ,253275.00 ,Approved
SB22533,9976,TRUE,TRUE,32450.00 ,24337.50 ,Approved
SB22534,9977,TRUE,TRUE,169477.00 ,127107.75 ,Approved
SB22535,9978,TRUE,TRUE,190960.00 ,143220.00 ,Approved
SB22536,9979,TRUE,TRUE,11000.00 ,8250.00 ,Approved
SB22537,9980,TRUE,TRUE,433026.00 ,324769.50 ,Approved
SB22538,9981,TRUE,TRUE,63910.00 ,47932.50 ,Approved
SB22539,9982,TRUE,TRUE,5000000.00 ,3750000.00 ,Approved
SB22540,9983,TRUE,TRUE,23878565.00 ,17908923.75 ,Approved
SB22541,9984,TRUE,TRUE,2001000.00 ,1500750.00 ,Approved
SB22542,9985,TRUE,TRUE,120750.00 ,90562.50 ,Approved
SB22543,9986,TRUE,TRUE,1448283.00 ,1086212.25 ,Approved
SB22544,9987,TRUE,TRUE,35962.00 ,26971.50 ,Approved
SB22545,9988,TRUE,TRUE,3500020.00 ,2625015.00 ,Approved
SB22546,9989,TRUE,TRUE,571307.00 ,428480.25 ,Approved
SB22547,9990,TRUE,TRUE,73590.00 ,55192.50 ,Approved
SB22548,9991,TRUE,TRUE,581460.00 ,436095.00 ,Approved
SB22549,9992,TRUE,TRUE,286859.00 ,215144.25 ,Approved
SB22550,9993,TRUE,TRUE,2117334.00 ,1588000.50 ,Approved
SB22551,9994,TRUE,TRUE,699894.00 ,524920.50 ,Approved
SB22552,9995,TRUE,TRUE,1864118.00 ,1398088.50 ,Approved
SB22553,9996,TRUE,TRUE,399644.00 ,299733.00 ,Approved
SB22554,9997,TRUE,TRUE,16100.00 ,12075.00 ,Approved
SB22555,9998,TRUE,TRUE,137198.00 ,102898.50 ,Approved
SB22556,9999,TRUE,TRUE,72400.00 ,54300.00 ,Approved
SB22557,10000,TRUE,TRUE,629684.00 ,472263.00 ,Approved
SB22558,10001,TRUE,TRUE,215490.00 ,161617.50 ,Approved
SB22559,10002,TRUE,TRUE,2150500.00 ,1612875.00 ,Approved
SB22560,10003,TRUE,TRUE,1020000.00 ,765000.00 ,Approved
SB22561,10004,TRUE,TRUE,10000000.00 ,7500000.00 ,Approved
SB22562,10005,TRUE,TRUE,10000000.00 ,7500000.00 ,Approved
SB22563,10006,TRUE,TRUE,10000000.00 ,7500000.00 ,Approved
SB22564,10007,TRUE,TRUE,1017327.00 ,762995.25 ,Approved
SB22565,10008,TRUE,TRUE,1643862.00 ,1232896.50 ,Approved
SB22566,10009,TRUE,TRUE,3471250.00 ,2603437.50 ,Approved
SB22567,10010,TRUE,TRUE,22440.00 ,16830.00 ,Approved
SB22568,10011,TRUE,TRUE,1523500.00 ,1142625.00 ,Approved
SB22569,10012,TRUE,TRUE,11153280.00 ,8364960.00 ,Approved
SB22570,10013,TRUE,TRUE,171600.00 ,128700.00 ,Approved
SB22571,10014,TRUE,TRUE,2779112.00 ,2084334.00 ,Approved
SB22572,10015,TRUE,TRUE,94072.00 ,70554.00 ,Approved
SB22573,10016,TRUE,TRUE,33583.00 ,25187.25 ,Approved
SB22574,10017,TRUE,TRUE,1711179.00 ,1283384.25 ,Approved
SB22575,10018,TRUE,TRUE,835524.00 ,626643.00 ,Approved
SB22576,10019,TRUE,TRUE,820930.00 ,615697.50 ,Approved
SB22577,10020,TRUE,TRUE,3460086.00 ,2595064.50 ,Approved
SB22578,10021,TRUE,TRUE,5333936.00 ,4000452.00 ,Approved
SB22579,10211,TRUE,TRUE,659496.00 ,494622.00 ,Approved
SB22580,10022,TRUE,TRUE,650000.00 ,487500.00 ,Approved
SB22581,10023,TRUE,TRUE,655500.00 ,491625.00 ,Approved
SB22582,10024,TRUE,TRUE,138448.00 ,103836.00 ,Approved
SB22583,10025,TRUE,TRUE,55000.00 ,41250.00 ,Approved
SB22584,10214,TRUE,TRUE,2600192.00 ,1950144.00 ,Approved
SB22585,10026,TRUE,TRUE,6496.00 ,4872.00 ,Approved
SB22586,10027,TRUE,TRUE,1646729.00 ,1235046.75 ,Approved
SB22587,10028,TRUE,TRUE,29835.00 ,22376.25 ,Approved
SB22588,10212,TRUE,TRUE,451386.00 ,338539.50 ,Approved
SB22589,10029,TRUE,TRUE,34100.00 ,25575.00 ,Approved
SB22590,10030,TRUE,TRUE,6916000.00 ,5187000.00 ,Approved
SB22591,10031,TRUE,TRUE,10725200.00 ,8043900.00 ,Approved
SB22592,10032,TRUE,TRUE,1456000.00 ,1092000.00 ,Approved
SB22593,10033,TRUE,TRUE,268279.00 ,201209.25 ,Approved
SB22594,10034,TRUE,TRUE,1022599.00 ,766949.25 ,Approved
SB22595,10035,TRUE,TRUE,2580160.00 ,1935120.00 ,Approved
SB22596,10036,TRUE,TRUE,3705921.00 ,2779440.75 ,Approved
SB22597,10037,TRUE,TRUE,16125.00 ,12093.75 ,Approved
SB22598,10581,TRUE,TRUE,1150000.00 ,862500.00 ,Approved
SB22599,10038,TRUE,TRUE,142703.00 ,107027.25 ,Approved
SB22600,10039,TRUE,TRUE,192016.00 ,144012.00 ,Approved
SB22601,10213,TRUE,TRUE,72600.00 ,54450.00 ,Approved
SB22602,10040,TRUE,TRUE,1102551.00 ,826913.25 ,Approved
SB22603,10041,TRUE,TRUE,52557.00 ,39417.75 ,Approved
SB22604,10042,TRUE,TRUE,1014046.00 ,760534.50 ,Approved
SB22605,10043,TRUE,TRUE,13492.00 ,10119.00 ,Approved
SB22606,10044,TRUE,TRUE,5907348.00 ,4430511.00 ,Approved
SB22607,10045,TRUE,TRUE,336450.00 ,252337.50 ,Approved
SB22608,10046,TRUE,TRUE,320000.00 ,240000.00 ,Approved
SB22609,10047,TRUE,TRUE,713240.00 ,534930.00 ,Approved
SB22610,10535,TRUE,TRUE,71500.00 ,53625.00 ,Approved
SB22611,10536,TRUE,TRUE,381205.00 ,285903.75 ,Approved
SB22612,10582,TRUE,TRUE,2099625.00 ,1574718.75 ,Approved
SB22613,10583,TRUE,TRUE,6873000.00 ,5154750.00 ,Approved
SB22614,10537,TRUE,TRUE,5079584.00 ,3809688.00 ,Approved
SB22615,10584,TRUE,TRUE,23940532.00 ,17955399.00 ,Approved
SB22616,10538,TRUE,TRUE,617954.00 ,463465.50 ,Approved
SB22617,10539,TRUE,TRUE,205700.00 ,154275.00 ,Approved
SB22618,10585,TRUE,TRUE,3522570.00 ,2641927.50 ,Approved
SB22619,10540,TRUE,TRUE,839248.00 ,629436.00 ,Approved
SB22620,10541,TRUE,TRUE,15498045.00 ,11623533.75 ,Approved
SB22621,10542,TRUE,TRUE,198375.00 ,148781.25 ,Approved
SB22622,10586,TRUE,TRUE,437265.00 ,327948.75 ,Approved
SB22623,10587,TRUE,TRUE,1719960.00 ,1289970.00 ,Approved
SB22624,10543,TRUE,TRUE,703084.00 ,527313.00 ,Approved
SB22625,10544,TRUE,TRUE,30800.00 ,23100.00 ,Approved
SB22626,10588,TRUE,TRUE,1800000.00 ,1350000.00 ,Approved
SB22627,10545,TRUE,TRUE,361880.00 ,271410.00 ,Approved
SB22628,10546,TRUE,TRUE,822404.00 ,616803.00 ,Approved
SB22629,10547,TRUE,TRUE,11232890.00 ,8424667.50 ,Approved
SB22630,10589,TRUE,TRUE,1500000.00 ,1125000.00 ,Approved
SB22631,10548,TRUE,TRUE,4847633.00 ,3635724.75 ,Approved
SB22632,10549,TRUE,TRUE,553080.00 ,414810.00 ,Approved
SB22633,10550,TRUE,TRUE,25300.00 ,18975.00 ,Approved
SB22634,10551,TRUE,TRUE,870929.00 ,653196.75 ,Approved
SB22635,10552,TRUE,TRUE,163200.00 ,122400.00 ,Approved
SB22636,10553,TRUE,TRUE,535700.00 ,401775.00 ,Approved
SB22637,10554,TRUE,TRUE,349765.00 ,262323.75 ,Approved
SB22638,10555,TRUE,TRUE,46575.00 ,34931.25 ,Approved
SB22639,10556,TRUE,TRUE,440000.00 ,330000.00 ,Approved
SB22640,10590,TRUE,TRUE,12600000.00 ,9450000.00 ,Approved
SB22641,10557,TRUE,TRUE,115000.00 ,86250.00 ,Approved
SB22642,10558,TRUE,TRUE,80014.00 ,60010.50 ,Approved
SB22643,10559,TRUE,TRUE,1784284.00 ,1338213.00 ,Approved
SB22644,10560,TRUE,TRUE,861000.00 ,645750.00 ,Approved
SB22645,10561,TRUE,TRUE,1783762.00 ,1337821.50 ,Approved
SB22646,10591,TRUE,TRUE,1146015.00 ,859511.25 ,Approved
SB22647,10562,TRUE,TRUE,97440.00 ,73080.00 ,Approved
SB22648,10563,TRUE,TRUE,792000.00 ,594000.00 ,Approved
SB22649,10564,TRUE,TRUE,100100.00 ,75075.00 ,Approved
SB22650,10565,TRUE,TRUE,1478362.00 ,1108771.50 ,Approved
SB22651,10566,TRUE,TRUE,437059.00 ,327794.25 ,Approved
SB22652,10567,TRUE,TRUE,10010.00 ,7507.50 ,Approved
SB22653,10568,TRUE,TRUE,376776.00 ,282582.00 ,Approved
SB22654,10569,TRUE,TRUE,209293.00 ,156969.75 ,Approved
SB22655,10570,TRUE,TRUE,823500.00 ,617625.00 ,Approved
SB22656,10592,TRUE,TRUE,725537.00 ,544152.75 ,Approved
SB22657,10593,TRUE,TRUE,8200000.00 ,6150000.00 ,Approved
SB22658,10571,TRUE,TRUE,453325.00 ,339993.75 ,Approved
SB22659,10572,TRUE,TRUE,178178.00 ,133633.50 ,Approved
SB22660,10573,TRUE,TRUE,141052.00 ,105789.00 ,Approved
SB22661,10574,TRUE,TRUE,526900.00 ,395175.00 ,Approved
SB22662,10594,TRUE,TRUE,4041600.00 ,3031200.00 ,Approved
SB22663,10575,TRUE,TRUE,270874.93 ,203156.20 ,Approved
SB22664,10595,TRUE,TRUE,4000000.00 ,3000000.00 ,Approved
SB22665,10576,TRUE,TRUE,511803.00 ,383852.25 ,Approved
SB22666,10596,TRUE,TRUE,1947000.00 ,1460250.00 ,Approved
SB22667,10577,TRUE,TRUE,148005.00 ,111003.75 ,Approved
SB22668,10578,TRUE,TRUE,1690063.00 ,1267547.25 ,Approved
