External ID,Created by,Order By,Purchase Order Date,Particulars,Vendor,Vendor,Type of Expense,Nature of Document,Place of Supply,Subsidiary,Terms,Approval status,Branch,Line of business,Division,Department,Currency,Ship to,Item,Rate,Quantity,Amount,Project,HSN or SAC code,India Tax Nature,Nexus,Nexus Override ,Vendor Tax Reg number,Subsidiary tax reg number,Vendor Select
A/2025/PO/000392,,,03-02-2025,Sportocraft Enterprises-Mum,SportocraftEnterprises,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000393,,,03-02-2025,Noaman Digital Partnership Firm-Mum,NoamanDigitalPartnershipFirm,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000394,,,03-02-2025,RJ Anmol (Anmol Sood)-Mum,RJAnmol(AnmolSood),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000399,,,03-02-2025,Krisha Chheda Advance A/c-CR,KrishaChhedaAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000395,,,03-02-2025,Third Wave Services Pvt Ltd-Mum,ThirdWaveServicesPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000401,,,03-02-2025,PARESH SURVE ADV FOR EXPENCES-CR,PARESHSURVEADVFOREXPENCES,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000400,,,03-02-2025,Mohammad Danish Advance A/c-CR,MohammadDanishAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000398,,,03-02-2025,Chetan Handa Advance A/c-CR,ChetanHandaAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000397,,,03-02-2025,Aalhad Bavkar Advance A/c-CR,AalhadBavkarAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000396,,,03-02-2025,Foodies Hospitality LLP-Mum,FoodiesHospitalityLLP,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000405,,,03-02-2025,Rajhans Retail Services (Amazon)-Mum,RajhansRetailServices(Amazon),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
C/2025/PO/000072,,,04-02-2025,Square Feet Productions-Che,SquareFeetProductions,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000073,,,04-02-2025,DJ Raj (Rajkumar S)-Che,DJRaj(RajkumarS),#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000074,,,04-02-2025,Expressions Enlivened-Che,ExpressionsEnlivened,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000075,,,04-02-2025,Eco Prints-Che,EcoPrints,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000076,,,04-02-2025,Joshi prints-Che,Joshiprints,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000077,,,04-02-2025,Aishwarya Anil Kumar-Che,AishwaryaAnilKumar,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
A/2025/PO/000424,,,04-02-2025,Mohammad Danish Advance A/c-CR,MohammadDanishAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000423,,,04-02-2025,Sudhakar Sawant  Advance A/C-CR,SudhakarSawantAdvanceA/C,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000418,,,04-02-2025,Pinky Sharma Advance A/c-CR,PinkySharmaAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000417,,,04-02-2025,Mohammad Danish Advance A/c-CR,MohammadDanishAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000416,,,04-02-2025,Pinky Sharma Advance A/c-CR,PinkySharmaAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000402,,,04-02-2025,Noaman Digital Partnership Firm-Mum,NoamanDigitalPartnershipFirm,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000403,,,04-02-2025,Elleven Media And Talent Agency Pvt Ltd-Del,EllevenMediaAndTalentAgencyPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000404,,,04-02-2025,Sanil Thombare Advance-CR,SanilThombareAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000406,,,04-02-2025,Kirti Kishor Lokhande-Mum,KirtiKishorLokhande,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000413,,,04-02-2025,Sanjay Kathale Cash Advance-CR,SanjayKathaleCashAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000412,,,04-02-2025,Samadhan Babar Advance-CR,SamadhanBabarAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000408,,,04-02-2025,Rajaram Shinde Cash Advance-CR,RajaramShindeCashAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000407,,,04-02-2025,Twintech Entertainment LLP-Mum,TwintechEntertainmentLLP,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000409,,,04-02-2025,Blink Entertainment-Mum,BlinkEntertainment,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000410,,,04-02-2025,Mumbai Shree Garjana (Ajay Adsule)-Mum,MumbaiShreeGarjana(AjayAdsule),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000411,,,04-02-2025,Drum Café-Mum,DrumCafé,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000414,,,04-02-2025,A. J. Creation-Mum,A.J.Creation,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000415,,,04-02-2025,Ambika Print Solutions-Mum,AmbikaPrintSolutions,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000419,,,04-02-2025,Event City - An Affair To Remember-Mum,EventCity,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000420,,,04-02-2025,Twintech Entertainment LLP-Mum,TwintechEntertainmentLLP,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000421,,,04-02-2025,Success Promos & Events Pvt Ltd-Mum,SuccessPromos&EventsPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000422,,,04-02-2025,A. J. Creation-Mum,A.J.Creation,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000425,,,04-02-2025,Maadhu Creatives Production LLP-Mum,MaadhuCreativesProductionLLP,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000426,,,04-02-2025,The Indian Performing Right Society Ltd.-Mum,TheIndianPerformingRightSocietyLtd.,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000427,,,04-02-2025,Phonographic Performance Limited-Mum,PhonographicPerformanceLimited,12256  Phonographic Performance Ltd,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000428,,,04-02-2025,Novex Communications Pvt. Ltd.-Mum,NovexCommunicationsPvt.Ltd.,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000429,,,04-02-2025,The Indian Performing Right Society Ltd.-Mum,TheIndianPerformingRightSocietyLtd.,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000430,,,04-02-2025,Phonographic Performance Limited-Mum,PhonographicPerformanceLimited,12256  Phonographic Performance Ltd,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000431,,,04-02-2025,Novex Communications Pvt. Ltd.-Mum,NovexCommunicationsPvt.Ltd.,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000432,,,04-02-2025,Recorded Music Performance Ltd-Mum,RecordedMusicPerformanceLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000433,,,04-02-2025,Vista Services (Sainath Govind Shirke)-Mum,VistaServices(SainathGovindShirke),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000434,,,04-02-2025,Bombay Swadeshi Stores Ltd-Mum,BombaySwadeshiStoresLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000435,,,04-02-2025,TML Agency LLP-Mum,TMLAgencyLLP,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000436,,,04-02-2025,The Infinite Impressions-Mum,TheInfiniteImpressions,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
C/2025/PO/000078,,,05-02-2025,Pro Audio Solutions India Pvt Ltd-Che,ProAudioSolutionsIndiaPvtLtd,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000079,,,05-02-2025,Sri Thanigaivel Electricals-Che,SriThanigaivelElectricals,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
A/2025/PO/000437,,,05-02-2025,Zehra A Currimbhoy-Mum,ZehraACurrimbhoy,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000444,,,05-02-2025,Aalhad Bavkar Advance A/c-CR,AalhadBavkarAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000443,,,05-02-2025,Sarfaraz Memon Advance-CR,SarfarazMemonAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000445,,,05-02-2025,Arun More Advance A/c-CR,ArunMoreAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000442,,,05-02-2025,Santosh Bhogal Cash Advance A/c-CR,SantoshBhogalCashAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000441,,,05-02-2025,Rajaram Shinde Cash Advance-CR,RajaramShindeCashAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000440,,,05-02-2025,Sanil Thombare Advance-CR,SanilThombareAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000439,,,05-02-2025,Ashwin Mishra Advance A/c-CR,AshwinMishraAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000438,,,05-02-2025,Rak Lead Events-Mum,RakLeadEvents,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000446,,,05-02-2025,Ushta Te Consultancy Services LLP-Mum,UshtaTeConsultancyServicesLLP,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
C/2025/PO/000080,,,06-02-2025,Tamilnadu Trade Promotion Organisation-Che,TamilnaduTradePromotionOrganisation,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000081,,,06-02-2025,Showmedia Solution Private Limited-Che,ShowmediaSolutionPrivateLimited,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
A/2025/PO/Gen/0009,,,06-02-2025,Genesis Infoserve Pvt Ltd-Mum,GenesisInfoservePvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000471,,,06-02-2025,Suresh Pardhle Advance A/c-CR,SureshPardhleAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000469,,,06-02-2025,Asif Khan Advance A/c-CR,AsifKhanAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000468,,,06-02-2025,Sachin Jadhav Advance-CR,SachinJadhavAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000467,,,06-02-2025,Pranil Buva Advance A/c-CR,PranilBuvaAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000466,,,06-02-2025,Ghanshyam Asolkar Advance-CR,GhanshyamAsolkarAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000465,,,06-02-2025,Keval Rajyaguru Advance A/c-CR,KevalRajyaguruAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000464,,,06-02-2025,Asif Khan Advance A/c-CR,AsifKhanAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000463,,,06-02-2025,Asif Khan Advance A/c-CR,AsifKhanAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000447,,,06-02-2025,Bisleri International Pvt Ltd-Mum,BisleriInternationalPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000448,,,06-02-2025,Musafir.Com India Pvt Ltd-Mum,Musafir.ComIndiaPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000449,,,06-02-2025,Vansh Agrawal-Mum,VanshAgrawal,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000450,,,06-02-2025,Sam Infosystems Pvt Ltd-Mum,SamInfosystemsPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000451,,,06-02-2025,Fabrile Productions-Mum,FabrileProductions,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000452,,,06-02-2025,Sound Decisions.Com-Mum,SoundDecisions.Com,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000453,,,06-02-2025,Shiv Shakti Enterprises-Mum,ShivShaktiEnterprises,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000454,,,06-02-2025,Videowaves-Mum,Videowaves,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000455,,,06-02-2025,Oriana Communications-Mum,OrianaCommunications,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000456,,,06-02-2025,Vinit Video Vision-Mum,VinitVideoVision,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000459,,,06-02-2025,Chetan Handa Advance A/c-CR,ChetanHandaAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000457,,,06-02-2025,Shree Vision-Mum,ShreeVision,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000458,,,06-02-2025,Events Power-Mum,EventsPower,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000460,,,06-02-2025,Pyramid Production-Mum,PyramidProduction,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000461,,,06-02-2025,Airtel Ltd(Bill Booking)-Mum,AirtelLtd(BillBooking),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000462,,,06-02-2025,Bappa Creation-Mum,BappaCreation,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000470,,,06-02-2025,Hanja Express-Mum,HanjaExpress,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
C/2025/PO/000082,,,07-02-2025,R Anandan Advance A/c-CR,RAnandanAdvanceA/c,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000083,,,07-02-2025,R Anandan Advance A/c-CR,RAnandanAdvanceA/c,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000084,,,07-02-2025,R Anandan Advance A/c-CR,RAnandanAdvanceA/c,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000085,,,07-02-2025,R Anandan Advance A/c-CR,RAnandanAdvanceA/c,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000086,,,07-02-2025,R Anandan Advance A/c-CR,RAnandanAdvanceA/c,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000087,,,07-02-2025,R Anandan Advance A/c-CR,RAnandanAdvanceA/c,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000088,,,07-02-2025,Ashwath TV Advance for Expense-CR,AshwathTVAdvanceforExpense,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000089,,,07-02-2025,Praveen Raj Adv for Expenses-CR,PraveenRajAdvforExpenses,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
A/2025/PO/Gen/0010,,,07-02-2025,Genesis Infoserve Pvt Ltd-Mum,GenesisInfoservePvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/Gen/0011,,,07-02-2025,Genesis Infoserve Pvt Ltd-Mum,GenesisInfoservePvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/Gen/0012,,,07-02-2025,Genesis Infoserve Pvt Ltd-Mum,GenesisInfoservePvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000482,,,07-02-2025,Mahendra Mane Advance-CR,MahendraManeAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000481,,,07-02-2025,Sanjay Kathale Cash Advance-CR,SanjayKathaleCashAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000472,,,07-02-2025,Courtyard Marriot Hotel Mumbai (Kanika Hotels)-Mum,CourtyardMarriotHotelMumbai(KanikaHotels),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000473,,,07-02-2025,Courtyard Marriot Hotel Mumbai (Kanika Hotels)-Mum,CourtyardMarriotHotelMumbai(KanikaHotels),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000475,,,07-02-2025,Suresh Pardhle Advance A/c-CR,SureshPardhleAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000479,,,07-02-2025,Padmakar Jadhav Advance-CR,PadmakarJadhavAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000478,,,07-02-2025,Suresh Pardhle Advance A/c-CR,SureshPardhleAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000477,,,07-02-2025,Aftab Shaikh Advance A/c-CR,AftabShaikhAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000476,,,07-02-2025,Justin Francis Vadakkan Advance A/c-CR,JustinFrancisVadakkanAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000480,,,07-02-2025,Santosh Bhogal Cash Advance A/c-CR,SantoshBhogalCashAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000474,,,07-02-2025,Sanjay Kathale Cash Advance-CR,SanjayKathaleCashAdvance,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000483,,,07-02-2025,Lalit Great Eastern Kolkata Hotel Ltd-Mum,LalitGreatEasternKolkataHotelLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000484,,,07-02-2025,Abhay Deol-Mum,AbhayDeol,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000485,,,07-02-2025,(cancelled),#N/A,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000486,,,08-02-2025,Meta Platforms Ireland Ltd-Mum,MetaPlatformsIrelandLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000487,,,08-02-2025,Shreeji International-Mum,ShreejiInternational,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000488,,,10-02-2025,Alliance International Tours & Travels-Mum,AllianceInternationalTours&Travels,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000489,,,10-02-2025,Paintology (Vinisha Ankit Savla)-Mum,Paintology(VinishaAnkitSavla),#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000490,,,10-02-2025,Bizzaro Event-Mum,BizzaroEvent,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000491,,,10-02-2025,Black Hat Talent Solutions & Consulting Pvt Ltd-Mum,BlackHatTalentSolutions&ConsultingPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000492,,,10-02-2025,(cancelled),#N/A,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000493,,,10-02-2025,(cancelled),#N/A,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000494,,,10-02-2025,Abdul Shahid Shaikh-Mum,AbdulShahidShaikh,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000495,,,10-02-2025,Sound.Com Pvt Ltd-Mum,Sound.ComPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000496,,,10-02-2025,Shiv Shakti Enterprises-Mum,ShivShaktiEnterprises,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000497,,,10-02-2025,Videowaves-Mum,Videowaves,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000498,,,10-02-2025,Bizzaro Event-Mum,BizzaroEvent,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000499,,,10-02-2025,Shree Samarth Krupa Creation-Mum,ShreeSamarthKrupaCreation,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000500,,,10-02-2025,Wow Experiences-Mum,WowExperiences,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000501,,,10-02-2025,Oriana Communications-Mum,OrianaCommunications,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000502,,,10-02-2025,Mint Studio VJ Nirav (OPC) Pvt Ltd-Mum,MintStudioVJNirav(OPC)PvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000503,,,10-02-2025,Tm Ventures Pvt Ltd-Mum,TmVenturesPvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000504,,,10-02-2025,Vodafone Idea Ltd-Mum,VodafoneIdeaLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000505,,,10-02-2025,(cancelled),#N/A,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
C/2025/PO/000090,,,11-02-2025,Sulfikkar M-Che,SulfikkarM,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000091,,,11-02-2025,Relax Tours & Travels-Che,RelaxTours&Travels,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000092,,,11-02-2025,Mj Digital-Che,MjDigital,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000093,,,11-02-2025,Aishwarya Anil Kumar-Che,AishwaryaAnilKumar,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000094,,,11-02-2025,Officeoye Corporate Supplies Pvt Ltd-Che,OfficeoyeCorporateSuppliesPvtLtd,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000095,,,11-02-2025,Showmedia Solution Private Limited-Che,ShowmediaSolutionPrivateLimited,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000096,,,11-02-2025,Crystal Event & Service-Che,CrystalEvent&Service,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000097,,,11-02-2025,Shanmugam J-Che,ShanmugamJ,#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000098,,,11-02-2025,Airtel Ltd(Bill Booking)-Mum,AirtelLtd(BillBooking),#N/A,,,,,,,Chennai,,,,,,,,,,,,,,,,,
C/2025/PO/000099,,,11-02-2025,Clinton J Advance for Expense-CR,ClintonJAdvanceforExpense,,,,,,,,Chennai,,,,,,,,,,,,,,,,,
A/2025/PO/Gen/0013,,,11-02-2025,Genesis Infoserve Pvt Ltd-Mum,GenesisInfoservePvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/Gen/0014,,,11-02-2025,Login Enterprises-Mum,LoginEnterprises,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000508,,,11-02-2025,Aftab Shaikh Advance A/c-CR,AftabShaikhAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000507,,,11-02-2025,Aftab Shaikh Advance A/c-CR,AftabShaikhAdvanceA/c,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000506,,,11-02-2025,Libreta Dmello Advance A/c-CR,LibretaDmelloAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000509,,,11-02-2025,End To End Solution-Mum,EndToEndSolution,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000518,,,11-02-2025,Pinky Sharma Advance A/c-CR,PinkySharmaAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000517,,,11-02-2025,Mahendra Mane Advance-CR,MahendraManeAdvance,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000512,,,11-02-2025,Justin Francis Vadakkan Advance A/c-CR,JustinFrancisVadakkanAdvanceA/c,Tax agency,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000510,,,11-02-2025,360 Bright Media-Mum,360BrightMedia,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000511,,,11-02-2025,Sound Decisions.Com-Mum,SoundDecisions.Com,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000513,,,11-02-2025,Shiv Shakti Enterprises-Mum,ShivShaktiEnterprises,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000514,,,11-02-2025,Videowaves-Mum,Videowaves,,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000515,,,11-02-2025,Oriana Communications-Mum,OrianaCommunications,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000516,,,11-02-2025,Mint Studio VJ Nirav (OPC) Pvt Ltd-Mum,MintStudioVJNirav(OPC)PvtLtd,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000519,,,11-02-2025,Sudesh Patankar-Mum,SudeshPatankar,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000520,,,11-02-2025,Jayant K Shetty-Mum,JayantKShetty,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
A/2025/PO/000521,,,11-02-2025,Esses Power System-Mum,EssesPowerSystem,#N/A,,,,,,,Mumbai,,,,,,,,,,,,,,,,,
